Source;Target;Type;Id;label;Weight
177;16;Directed;1681;22;238
16;31;Directed;1682;22;238
31;32;Directed;1683;22;238
32;231;Directed;1684;22;238
231;169;Directed;1685;22;238
169;107;Directed;1686;22;238
107;249;Directed;1687;22;238
249;157;Directed;1688;22;238
157;67;Directed;1689;22;238
67;61;Directed;1690;22;238
61;114;Directed;1691;22;238
114;248;Directed;1692;22;238
248;300;Directed;1693;22;238
300;279;Directed;1694;22Y;102
279;125;Directed;1695;22Y;102
125;282;Directed;1696;22Y;102
282;79;Directed;1697;22Y;102
79;157;Directed;1698;22Y;102
157;142;Directed;1699;22Y;102
142;6;Directed;1700;22Y;102
6;284;Directed;1701;22Y;102
284;89;Directed;1702;22Y;102
89;150;Directed;1703;22Y;102
150;5;Directed;1704;22Y;102
5;54;Directed;1705;22Y;102
54;254;Directed;1706;22Y;102
254;12;Directed;1707;22Y;102
12;222;Directed;1708;22Y;102
222;266;Directed;1709;22Y;102
266;172;Directed;1710;22Y;102
172;139;Directed;1711;22Y;102
139;145;Directed;1712;22Y;102
145;88;Directed;1713;22Y;102
88;177;Directed;1714;22Y;102
177;16;Directed;1715;22Y;102
16;31;Directed;1716;22Y;102
31;32;Directed;1717;22Y;102
32;231;Directed;1718;22Y;102
231;169;Directed;1719;22Y;102
169;107;Directed;1720;22Y;102
107;249;Directed;1721;22Y;102
249;157;Directed;1722;22Y;102
157;67;Directed;1723;22Y;102
67;61;Directed;1724;22Y;102
61;114;Directed;1725;22Y;102
114;248;Directed;1726;22Y;102
248;300;Directed;1727;22Y;102
131;281;Directed;1728;23;60
281;62;Directed;1729;23;60
62;257;Directed;1730;23;60
257;46;Directed;1731;23;60
46;189;Directed;1732;23;60
189;276;Directed;1733;23;60
276;88;Directed;1734;23;60
88;18;Directed;1735;23;60
18;95;Directed;1736;23;60
95;94;Directed;1737;23;60
94;115;Directed;1738;23;60
115;29;Directed;1739;23;60
29;207;Directed;1740;23;60
207;63;Directed;1741;23;60
63;40;Directed;1742;23;60
40;71;Directed;1743;23;60
71;196;Directed;1744;23;60
196;29;Directed;1745;23;60
29;115;Directed;1746;23;60
115;94;Directed;1747;23;60
94;255;Directed;1748;23;60
255;88;Directed;1749;23;60
88;276;Directed;1750;23;60
276;189;Directed;1751;23;60
189;46;Directed;1752;23;60
46;257;Directed;1753;23;60
257;183;Directed;1754;23;60
183;131;Directed;1755;23;60
65;72;Directed;1756;23Y;60
72;68;Directed;1757;23Y;60
68;137;Directed;1758;23Y;60
137;33;Directed;1759;23Y;60
33;95;Directed;1760;23Y;60
95;255;Directed;1761;23Y;60
255;88;Directed;1762;23Y;60
88;276;Directed;1763;23Y;60
276;189;Directed;1764;23Y;60
189;46;Directed;1765;23Y;60
46;257;Directed;1766;23Y;60
257;3;Directed;1767;23Y;60
3;251;Directed;1768;23Y;60
251;130;Directed;1769;23Y;60
130;306;Directed;1770;23Y;60
306;297;Directed;1771;23Y;60
297;113;Directed;1772;23Y;60
113;233;Directed;1773;23Y;60
233;108;Directed;1774;23Y;60
108;152;Directed;1775;23Y;60
152;293;Directed;1776;23Y;60
293;152;Directed;1777;23Y;60
152;108;Directed;1778;23Y;60
108;233;Directed;1779;23Y;60
233;113;Directed;1780;23Y;60
113;297;Directed;1781;23Y;60
297;306;Directed;1782;23Y;60
306;130;Directed;1783;23Y;60
130;251;Directed;1784;23Y;60
251;3;Directed;1785;23Y;60
3;257;Directed;1786;23Y;60
257;46;Directed;1787;23Y;60
46;189;Directed;1788;23Y;60
189;276;Directed;1789;23Y;60
276;88;Directed;1790;23Y;60
88;18;Directed;1791;23Y;60
18;33;Directed;1792;23Y;60
33;137;Directed;1793;23Y;60
137;68;Directed;1794;23Y;60
68;72;Directed;1795;23Y;60
72;65;Directed;1796;23Y;60
300;248;Directed;1797;24;316
248;114;Directed;1798;24;316
114;61;Directed;1799;24;316
61;67;Directed;1800;24;316
67;157;Directed;1801;24;316
157;249;Directed;1802;24;316
249;107;Directed;1803;24;316
107;169;Directed;1804;24;316
169;141;Directed;1805;24;316
141;231;Directed;1806;24;316
231;32;Directed;1807;24;316
32;31;Directed;1808;24;316
31;16;Directed;1809;24;316
16;177;Directed;1810;24;316
177;88;Directed;1811;24;316
88;145;Directed;1812;24;316
145;139;Directed;1813;24;316
139;171;Directed;1814;24;316
171;172;Directed;1815;24;316
172;161;Directed;1816;24;316
161;68;Directed;1817;24;316
68;54;Directed;1818;24;316
54;37;Directed;1819;24;316
37;5;Directed;1820;24;316
5;150;Directed;1821;24;316
150;89;Directed;1822;24;316
89;284;Directed;1823;24;316
284;142;Directed;1824;24;316
142;157;Directed;1825;24;316
157;79;Directed;1826;24;316
79;282;Directed;1827;24;316
282;125;Directed;1828;24;316
125;279;Directed;1829;24;316
279;300;Directed;1830;24;316
300;248;Directed;1831;24Y;119
248;114;Directed;1832;24Y;119
114;61;Directed;1833;24Y;119
61;67;Directed;1834;24Y;119
67;157;Directed;1835;24Y;119
157;249;Directed;1836;24Y;119
249;107;Directed;1837;24Y;119
107;169;Directed;1838;24Y;119
169;141;Directed;1839;24Y;119
141;231;Directed;1840;24Y;119
231;32;Directed;1841;24Y;119
32;31;Directed;1842;24Y;119
31;16;Directed;1843;24Y;119
16;177;Directed;1844;24Y;119
177;88;Directed;1845;24Y;119
88;145;Directed;1846;24Y;119
145;139;Directed;1847;24Y;119
139;171;Directed;1848;24Y;119
171;172;Directed;1849;24Y;119
172;266;Directed;1850;24Y;119
266;222;Directed;1851;24Y;119
222;12;Directed;1852;24Y;119
12;54;Directed;1853;24Y;119
54;37;Directed;1854;24Y;119
37;5;Directed;1855;24Y;119
5;150;Directed;1856;24Y;119
150;89;Directed;1857;24Y;119
89;284;Directed;1858;24Y;119
284;142;Directed;1859;24Y;119
142;157;Directed;1860;24Y;119
157;79;Directed;1861;24Y;119
79;282;Directed;1862;24Y;119
282;125;Directed;1863;24Y;119
125;279;Directed;1864;24Y;119
279;300;Directed;1865;24Y;119
300;248;Directed;1866;25;222
248;114;Directed;1867;25;222
114;61;Directed;1868;25;222
61;67;Directed;1869;25;222
67;157;Directed;1870;25;222
157;249;Directed;1871;25;222
249;111;Directed;1872;25;222
111;58;Directed;1873;25;222
58;294;Directed;1874;25;222
294;135;Directed;1875;25;222
135;98;Directed;1876;25;222
98;162;Directed;1877;25;222
162;82;Directed;1878;25;222
82;163;Directed;1879;25;222
163;253;Directed;1880;25;222
253;233;Directed;1881;25;222
233;113;Directed;1882;25;222
113;297;Directed;1883;25;222
297;306;Directed;1884;25;213
306;130;Directed;1885;25;213
130;251;Directed;1886;25;213
251;3;Directed;1887;25;213
3;257;Directed;1888;25;213
257;46;Directed;1889;25;213
